Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_tile_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,cutadapt_version,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
p1k_00085,10027064,7695378,772,152256,0,0,0,0,25494,0,0,0,0,1466448,406766,279950,76.7460744241784,10027064.0,9874808.0,98.48,152256.0,1.52,p1k_00085_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10027064.0,0.0,20-31,52.0,22.2707558829339,30.2924379459431,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10086646,794640,10086646,312686026,4633723,306265483,2.0533514343874133,0.0398,0.4497,0.5105,,
p1k_00086,8503321,5867096,1498,78440,0,0,0,0,15626,0,0,0,0,2033065,271880,235716,68.99770101587367,8503321.0,8424881.0,99.08,78440.0,0.92,p1k_00086_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8503321.0,0.0,20-31,52.0,16.258834461493564,30.3878563445976,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,8520029,1057000,8520029,264120899,4303387,258540244,2.112916857821236,0.0307,0.478,0.4912,,
p1k_00087,7891140,5441200,1766,82858,0,0,0,0,11037,0,0,0,0,1891737,329051,133491,68.95328178184647,7891140.0,7808282.0,98.95,82858.0,1.05,p1k_00087_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7891140.0,0.0,20-31,52.0,16.825700949916207,29.97321553032895,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7908593,3961227,7908593,245166383,3424979,236833283,3.3989570258496657,0.0298,0.4766,0.4935,,
p1k_00088,7425536,5878026,921,74569,0,0,0,0,14974,0,0,0,0,920341,255740,280965,79.15961891505205,7425536.0,7350967.0,99.0,74569.0,1.0,p1k_00088_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7425536.0,0.0,20-31,52.0,19.726458097960297,30.372723127327102,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7438538,922514,7438538,230594678,3815854,225661864,2.139170792137709,0.032,0.4534,0.5146,,
p1k_00089,8173341,6472720,615,75282,0,0,0,0,9303,0,0,0,0,1081687,260487,273247,79.19307416636599,8173341.0,8098059.0,99.08,75282.0,0.92,p1k_00089_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8173341.0,0.0,20-31,53.0,18.18660154834512,30.38696966148849,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8185939,577668,8185939,253764109,3567480,249458391,1.696740337696849,0.0309,0.4577,0.5114,,
p1k_00090,8853677,7093878,56866,75442,0,0,0,0,9674,0,0,0,0,1008440,290513,318864,80.12352381953848,8853677.0,8778235.0,99.15,75442.0,0.85,p1k_00090_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8853677.0,0.0,20-31,53.0,18.54288803482437,30.3842227359322,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8869693,1092027,8869693,274960483,4468551,269171703,2.105313438804223,0.0305,0.4462,0.5232,,
p1k_00091,9652904,7789114,986,99585,0,0,0,0,14159,0,0,0,0,1064906,322155,361999,80.69192441984299,9652904.0,9553319.0,98.97,99585.0,1.03,p1k_00091_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9652904.0,0.0,20-31,51.0,17.652091687807296,30.47084017410719,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,2.6,9672696,1203182,9672696,299853576,5004933,293391603,2.15504283330608,0.0303,0.4467,0.523,,
p1k_00092,6704719,4953046,41546,79133,0,0,0,0,8830,0,0,0,0,1193128,234446,194590,73.87402812854647,6704719.0,6625586.0,98.82,79133.0,1.18,p1k_00092_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6704719.0,0.0,20-31,52.0,22.46689540254485,30.48006008902088,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6729653,526358,6729653,208619243,2851610,204816711,1.822713928647512,0.0322,0.4901,0.4777,,
p1k_00093,7730570,5907222,98079,97494,0,0,0,0,7442,0,0,0,0,1176366,240048,203919,76.41379613663676,7730570.0,7633076.0,98.74,97494.0,1.26,p1k_00093_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7730570.0,0.0,20-31,52.0,19.22915227382673,30.36416680788092,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7811736,1070779,7811736,242163816,4601681,236223129,2.453168726082513,0.0318,0.4673,0.501,,
p1k_00094,2495515,2128454,1544,37435,0,0,0,0,3276,0,0,0,0,181647,77930,65229,85.29117236321962,2495515.0,2458080.0,98.5,37435.0,1.5,p1k_00094_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2495515.0,0.0,20-76,52.0,35.501302940745305,75.30100600477256,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,2499411,189095,2499411,188954818,64227,188604299,0.1855041346445053,0.0152,0.4217,0.5631,,
p1k_00095,3914893,3348749,2719,57034,0,0,0,0,4686,0,0,0,0,285278,151111,65316,85.53871076425332,3914893.0,3857859.0,98.54,57034.0,1.46,p1k_00095_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3914893.0,0.0,20-76,52.0,31.015060185307696,74.5315603772568,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,3917636,1720241,3917636,296173951,299181,293513221,0.8983673246807582,0.0159,0.425,0.5591,,
p1k_00096,8143610,6239356,53158,100111,0,0,0,0,3970,0,0,0,0,1274371,269869,202775,76.6165865015638,8143610.0,8043499.0,98.77,100111.0,1.23,p1k_00096_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8143610.0,0.0,20-31,52.0,21.41261980790021,30.362111274975103,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8172533,652898,8172533,253348523,3567349,248932360,1.7431177208797068,0.0339,0.4761,0.49,,
p1k_00097,9648351,7496145,83716,138806,0,0,0,0,8193,0,0,0,0,1376494,294487,250510,77.69353540309635,9648351.0,9509545.0,98.56,138806.0,1.44,p1k_00097_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9648351.0,0.0,20-31,52.0,16.426068764642093,30.45978260948425,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9727223,1283184,9727223,301543913,5938086,294059666,2.481975817565252,0.0307,0.4667,0.5026,,
p1k_00098,1966836,1682933,1142,25546,0,0,0,0,689,0,0,0,0,152572,57081,46873,85.56549707245546,1966836.0,1941290.0,98.7,25546.0,1.3,p1k_00098_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1966836.0,0.0,21-76,52.0,37.61216835166624,75.31271849813609,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,1969209,227134,1969209,148870541,270809,148290918,0.3893470098963367,0.0153,0.4272,0.5575,,
p1k_00099,4001291,3422737,2536,52330,0,0,0,0,1397,0,0,0,0,310997,116748,94546,85.54081670140961,4001291.0,3948961.0,98.69,52330.0,1.31,p1k_00099_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4001291.0,0.0,20-76,52.0,30.022483450395963,75.30754498985452,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,4004221,462113,4004221,302724459,249235,301862859,0.2846152579960511,0.0157,0.4289,0.5555,,
p1k_00100,4748303,3528091,53810,364037,0,0,0,0,8543,0,0,0,0,546905,167322,79595,74.30214541911079,4748303.0,4384266.0,92.33,364037.0,7.67,p1k_00100_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4748303.0,0.0,20-31,51.0,23.33925163994836,30.43513861689113,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,4990075,500267,4990075,154692325,2257948,149252032,3.516847393689377,0.0375,0.44,0.5225,,
p1k_00101,2097995,1786349,1744,45080,0,0,0,0,4163,0,0,0,0,133767,65549,61343,85.14553180536655,2097995.0,2052915.0,97.85,45080.0,2.15,p1k_00101_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2097995.0,0.0,20-76,52.0,30.498981497842475,75.18488461602625,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,2112504,168166,2112504,159679820,21416,158712641,0.6056989543199635,0.0166,0.4133,0.5701,,
p1k_00102,3816983,3247448,3318,82560,0,0,0,0,7061,0,0,0,0,243534,120604,112458,85.07892227971674,3816983.0,3734423.0,97.84,82560.0,2.16,p1k_00102_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3816983.0,0.0,20-76,52.0,24.182069734378096,75.23135051950716,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,3837526,303149,3837526,290081494,57432,288469433,0.5557269365139162,0.0166,0.4109,0.5726,,
p1k_00103,2643200,2271400,1012,35221,0,0,0,0,6334,0,0,0,0,156926,113043,59264,85.93371670702179,2643200.0,2607979.0,98.67,35221.0,1.33,p1k_00103_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2643200.0,0.0,20-76,52.0,27.085112936087206,74.4210260290557,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,2646035,1270739,2646035,200016243,14542,198408346,0.8038832126248866,0.0153,0.3821,0.6026,,
p1k_00104,4055713,3468052,1594,54286,0,0,0,0,8982,0,0,0,0,240775,139020,143004,85.51029128540407,4055713.0,4001427.0,98.66,54286.0,1.34,p1k_00104_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4055713.0,0.0,20-76,52.0,23.25490885106964,75.23382744291817,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,4059239,490690,4059239,306853340,298203,305901559,0.3101745609156479,0.0156,0.3788,0.6056,,
p1k_00105,8226115,6215570,39098,84699,0,0,0,0,42060,0,0,0,0,1325813,298133,220742,75.55899716938069,8226115.0,8141416.0,98.97,84699.0,1.03,p1k_00105_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8226115.0,0.0,20-31,51.0,23.268017331060747,30.4072551866829,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,8293358,774214,8293358,257094098,3959416,250682062,2.49404247311815,0.0366,0.4513,0.5121,,
p1k_00106,8269526,6404066,5160,80796,0,0,0,0,38087,0,0,0,0,1167112,304703,269602,77.44175421904473,8269526.0,8188730.0,99.02,80796.0,0.98,p1k_00106_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8269526.0,0.0,20-31,51.0,22.28887442968184,30.423857183591902,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8297058,1075794,8297058,257208798,4621509,251281464,2.304483379297158,0.0351,0.4391,0.5258,,
p1k_00107,8266444,6266048,65118,92654,0,0,0,0,50680,0,0,0,0,1238803,306263,246878,75.8010094788037,8266444.0,8173790.0,98.88,92654.0,1.12,p1k_00107_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8266444.0,0.0,20-31,51.0,22.62440062401263,30.418440746710434,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8302695,721812,8302695,257383545,3920866,252022269,2.0829909697607127,0.0362,0.4357,0.5281,,
p1k_00108,5143443,3871293,17094,262439,0,0,0,0,31657,0,0,0,0,688145,189467,83348,75.26656755017991,5143443.0,4881004.0,94.9,262439.0,5.1,p1k_00108_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5143443.0,0.0,20-76,51.0,26.845869610163504,74.53134602638738,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,5148256,2453318,5148256,389271759,125266,385994352,0.8419328975776021,0.0174,0.4844,0.4982,,
p1k_00109,6613571,5002029,34148,316669,0,0,0,0,28477,0,0,0,0,889616,188334,154298,75.63280109943629,6613571.0,6296902.0,95.21,316669.0,4.79,p1k_00109_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6613571.0,0.0,20-76,52.0,22.40919783015124,75.18823673322628,pass,pass,NaN,pass,fail,warn,pass,warn,fail,warn,pass,2.6,6619494,499097,6619494,500486366,177307,499651520,0.166806941550132,0.0163,0.4953,0.4885,,
p1k_00110,6093878,4748570,9234,267804,0,0,0,0,42040,0,0,0,0,682060,240036,104134,77.92361448653878,6093878.0,5826074.0,95.61,267804.0,4.39,p1k_00110_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6093878.0,0.0,21-76,51.0,25.64020582948066,74.53081108614252,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6098921,2897942,6098921,461136000,152412,457292925,0.8333929686686791,0.0169,0.466,0.5171,,
p1k_00111,6447200,5051807,17751,264197,0,0,0,0,33369,0,0,0,0,729240,245614,105222,78.35660441742152,6447200.0,6183003.0,95.9,264197.0,4.1,p1k_00111_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6447200.0,0.0,20-76,51.0,25.335010156010924,74.53110838813748,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6451853,2821834,6451853,487694166,691556,483145296,0.932730042130543,0.0172,0.4634,0.5194,,
p1k_00112,6587124,5078725,27381,284518,0,0,0,0,43483,0,0,0,0,768254,214407,170356,77.10079543060067,6587124.0,6302606.0,95.68,284518.0,4.32,p1k_00112_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6587124.0,0.0,21-76,52.0,24.84611100415446,75.30144415074014,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6592922,499937,6592922,498483221,171398,497671093,0.1629198267437772,0.0177,0.4717,0.5107,,
p1k_00113,6214963,4810225,43797,236506,0,0,0,0,39606,0,0,0,0,749906,189910,145013,77.3974841040888,6214963.0,5978457.0,96.19,236506.0,3.81,p1k_00113_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6214963.0,0.0,20-76,51.0,23.19134899276616,75.18991665758911,pass,pass,NaN,pass,fail,warn,pass,warn,fail,warn,pass,2.6,6221344,768736,6221344,470265825,785580,468535873,0.3678668336147965,0.0153,0.4785,0.5062,,
p1k_00114,6694208,5228309,15800,254287,0,0,0,0,26450,0,0,0,0,824017,199720,145625,78.10198009981167,6694208.0,6439921.0,96.2,254287.0,3.8,p1k_00114_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6694208.0,0.0,20-76,51.0,23.2956603460239,75.1725399031521,pass,pass,NaN,pass,fail,warn,pass,warn,fail,warn,pass,2.6,6701145,506763,6701145,506675138,175137,505838506,0.1651219760461189,0.0155,0.4748,0.5096,,
p1k_00115,6425608,4968460,11796,211445,0,0,0,0,28977,0,0,0,0,883334,233314,88282,77.3227996479088,6425608.0,6214163.0,96.71,211445.0,3.29,p1k_00115_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6425608.0,0.0,20-76,51.0,22.518663694055363,74.43179322485904,pass,pass,NaN,pass,fail,warn,pass,warn,fail,warn,pass,2.6,6430775,2831364,6430775,486078811,719391,481495369,0.9429421518231949,0.0153,0.4847,0.5,,
p1k_00116,6353450,4867225,37571,164635,0,0,0,0,37875,0,0,0,0,905523,189928,150693,76.60759115126427,6353450.0,6188815.0,97.41,164635.0,2.59,p1k_00116_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6353450.0,0.0,20-76,52.0,28.078649913954795,75.28352249565197,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6360448,506672,6360448,480886859,200857,480049046,0.1742224775578656,0.0167,0.4777,0.5056,,
p1k_00117,4952274,3883883,29308,117248,0,0,0,0,14862,0,0,0,0,665632,134070,107271,78.42625428237614,4952274.0,4835026.0,97.63,117248.0,2.37,p1k_00117_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4952274.0,0.0,20-76,52.0,31.67476100478063,75.28247386957992,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,4958207,396321,4958207,374838298,133812,374192535,0.1722777537528996,0.0158,0.4734,0.5108,,
p1k_00118,6151920,4663859,38330,165473,0,0,0,0,28570,0,0,0,0,939721,179345,136622,75.81143773000949,6151920.0,5986447.0,97.31,165473.0,2.69,p1k_00118_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6151920.0,0.0,20-76,52.0,28.876095072059776,75.28658695171589,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6158348,784591,6158348,465487304,852686,463673206,0.3897201888023996,0.0161,0.4808,0.5031,,
p1k_00119,6809004,5126096,30141,168365,0,0,0,0,29627,0,0,0,0,1123410,180181,151184,75.28407972737276,6809004.0,6640639.0,97.53,168365.0,2.47,p1k_00119_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6809004.0,0.0,20-76,52.0,22.61996368496149,75.16654095077635,pass,pass,NaN,pass,fail,warn,pass,warn,fail,warn,pass,2.6,6817199,869911,6817199,515304285,1046678,513174138,0.41337653538045,0.0149,0.4951,0.49,,
p1k_00120,7765017,5997176,34466,183822,0,0,0,0,34993,0,0,0,0,1117335,217162,180063,77.2332629793341,7765017.0,7581195.0,97.63,183822.0,2.37,p1k_00120_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7765017.0,0.0,20-76,52.0,20.763856816739167,75.17838866289668,pass,pass,NaN,pass,fail,warn,pass,warn,fail,warn,pass,2.6,7775444,620950,7775444,587873709,165031,586916247,0.1628686544987165,0.0153,0.4838,0.5009,,
p1k_00121,5679260,4289069,35935,137034,0,0,0,0,27578,0,0,0,0,904557,159059,126028,75.52161725295197,5679260.0,5542226.0,97.59,137034.0,2.41,p1k_00121_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5679260.0,0.0,21-76,52.0,29.24694768400968,75.28570306694887,pass,pass,NaN,pass,fail,warn,pass,warn,fail,fail,pass,2.6,5687214,469914,5687214,429982773,160796,429148680,0.1939828877749016,0.0148,0.4936,0.4916,,
p1k_00122,5062317,4032834,55159,120177,0,0,0,0,20439,0,0,0,0,571800,139483,122425,79.66379821729852,5062317.0,4942140.0,97.63,120177.0,2.37,p1k_00122_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5062317.0,0.0,20-76,52.0,26.48156488904529,75.16210502029011,pass,pass,NaN,pass,fail,warn,pass,warn,fail,warn,pass,2.6,5068955,633586,5068955,383154274,856982,381510198,0.4290898240117243,0.0146,0.4709,0.5145,,
p1k_00123,5170682,4100296,59938,108943,0,0,0,0,21404,0,0,0,0,622095,143341,114665,79.29893967565594,5170682.0,5061739.0,97.89,108943.0,2.11,p1k_00123_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5170682.0,0.0,21-76,52.0,31.11506130381312,75.29337174477178,pass,pass,NaN,pass,fail,warn,pass,warn,fail,fail,pass,2.6,5174312,396373,5174312,391215498,137241,390577108,0.1631811631347999,0.0157,0.4757,0.5086,,
p1k_00124,5564613,4374538,67817,123926,0,0,0,0,19602,0,0,0,0,695384,155917,127429,78.61351723830569,5564613.0,5440687.0,97.77,123926.0,2.23,p1k_00124_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5564613.0,0.0,20-76,52.0,30.016239558125594,75.29239248084278,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,5570223,701136,5570223,421049483,740601,419451667,0.3794841377349465,0.0151,0.477,0.5079,,
p1k_00125,5211020,4223943,115984,37631,0,0,0,0,3956,0,0,0,0,507037,149843,172626,81.05789269663137,5211020.0,5173389.0,99.28,37631.0,0.72,p1k_00125_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5211020.0,0.0,20-30,52.0,23.066896388077296,29.502829772290266,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,5229852,1476265,5229852,162125412,5543124,154577711,4.655470667362128,0.0416,0.4274,0.531,,
p1k_00126,5317231,4360842,129652,37558,0,0,0,0,6340,0,0,0,0,418405,153973,210461,82.01340133614657,5317231.0,5279673.0,99.29,37558.0,0.71,p1k_00126_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5317231.0,0.0,20-30,52.0,21.35350903274236,29.56082592612584,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,5333547,1641650,5333547,165339957,6237552,156937345,5.0820214015176015,0.0435,0.4011,0.5554,,
p1k_00127,5457682,4396164,173136,36478,0,0,0,0,7955,0,0,0,0,489349,159021,195579,80.55002105289388,5457682.0,5421204.0,99.33,36478.0,0.67,p1k_00127_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5457682.0,0.0,20-30,53.0,20.96132834338827,29.483490426888192,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,5473447,1562008,5473447,169676857,5779684,161770726,4.659522305979536,0.0519,0.4042,0.5439,,
p1k_00128,8318866,6891112,10624,114148,0,0,0,0,15903,0,0,0,0,599230,311675,376174,82.83715592966637,8318866.0,8204718.0,98.63,114148.0,1.37,p1k_00128_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8318866.0,0.0,20-30,52.0,23.197601778341795,29.35578695461617,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8360781,2002097,8360781,259184211,10113337,246635366,4.841670313011467,0.034,0.4193,0.5467,,
p1k_00129,6916600,5483449,13968,172115,0,0,0,0,3619,0,0,0,0,835214,231463,176772,79.27954486308302,6916600.0,6744485.0,97.51,172115.0,2.49,p1k_00129_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6916600.0,0.0,18-31,52.0,22.309163588367653,30.55187505421739,pass,pass,NaN,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6951598,2562859,6951598,215499538,1497289,210567333,2.2887311247971214,0.0293,0.4689,0.5018,,
p1k_00130,14051039,11544326,60637,151342,0,0,0,0,9140,0,0,0,0,1314295,494067,477232,82.15994560971612,14051039.0,13899697.0,98.92,151342.0,1.08,p1k_00130_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14051039.0,0.0,20-30,53.0,20.615131839184272,29.249730856202163,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,14127069,1911326,14127069,437939139,23787795,411820982,5.963878236514503,0.033,0.4203,0.5467,,
p1k_00131,12291882,10039447,28182,134905,0,0,0,0,7504,0,0,0,0,1262215,412798,406831,81.6754261064335,12291882.0,12156977.0,98.9,134905.0,1.1,p1k_00131_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12291882.0,0.0,20-30,52.0,18.50082217244445,29.5070289480488,pass,pass,NaN,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12345603,2939845,12345603,382713693,14927174,364192607,4.839410331733284,0.0318,0.4417,0.5265,,
p1k_00132,2015911,1698466,593,29382,0,0,0,0,6827,0,0,0,0,172725,72410,35508,84.25302505914199,2015911.0,1986529.0,98.54,29382.0,1.46,p1k_00132_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,2015911.0,0.0,20-76,52.0,33.56281810145651,74.43593293553138,pass,pass,fail,pass,fail,pass,pass,warn,fail,warn,pass,2.6,2018768,972772,2018768,152623969,9603,151384658,0.8120028643731575,0.0145,0.4445,0.541,,
p1k_00133,5307093,4384678,3699,40739,0,0,0,0,23635,0,0,0,0,521413,166280,166649,82.61920414810896,5307093.0,5266354.0,99.23,40739.0,0.77,p1k_00133_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5307093.0,0.0,20-31,52.0,23.727847875775453,30.38313573928325,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,5343270,659124,5343270,165641370,3004605,161837741,2.296303755517115,0.0303,0.4941,0.4756,,
p1k_00134,9322205,7694181,21509,161204,0,0,0,0,6889,0,0,0,0,911840,278783,247799,82.53606308807842,9322205.0,9161001.0,98.27,161204.0,1.73,p1k_00134_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9322205.0,0.0,20-31,52.0,17.656804771953592,30.336244697472324,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9372184,739465,9372184,290537704,4177989,285228336,1.827428222534587,0.0275,0.4501,0.5225,,
p1k_00135,9407639,7710257,9788,216141,0,0,0,0,13709,0,0,0,0,1058004,222150,177590,81.95740716666529,9407639.0,9191498.0,97.7,216141.0,2.3,p1k_00135_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9407639.0,0.0,20-31,53.0,18.563770461538457,30.56794972681244,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9457010,2808341,9457010,293167310,332689,288921003,1.4484244508707331,0.0275,0.446,0.5265,,
p1k_00136,8479308,6774623,15275,202966,0,0,0,0,8647,0,0,0,0,1015902,244251,217644,79.89594198017103,8479308.0,8276342.0,97.61,202966.0,2.39,p1k_00136_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8479308.0,0.0,20-31,52.0,17.07111859270429,30.503855149500406,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8522257,2555698,8522257,264189967,222391,260373627,1.4445438800482533,0.0304,0.4547,0.5148,,
p1k_00137,9114942,7329270,8915,194726,0,0,0,0,9466,0,0,0,0,1038138,303274,231153,80.40939810697644,9114942.0,8920216.0,97.86,194726.0,2.14,p1k_00137_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9114942.0,0.0,20-31,52.0,20.40161813756772,30.453770194039635,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9169021,1207078,9169021,284239651,5774716,276987678,2.551358677259282,0.0336,0.443,0.5235,,
