Experiment	sample_id	study	project	reference_condition	condition	rep_id	Strain Description	Strain	Culture Type	Evolved Sample	Base Media	Temperature (C)	pH	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Antibiotic for selection	Growth_Phase	Growth Rate (1/hr)	Isolate Type	Additional Details	Sequencing Machine	LibraryLayout	Platform	Biological Replicates	doi	GEO	SRX	Run	R1	R2	contact	creator	passed_fastqc	passed_pct_reads_mapped	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_similar_replicates	passed_number_replicates	run_date	n_replicates	PxK_sample_type	deleted_genes	mutated_genes	overexpressed_genes
p1k_00808	ytf2__ynfL_glc__2	yTF 2	ytf2	p1k_00795;p1k_00796	ynfL_glc	2	Escherichia coli K-12 MG1655 del_ynfL	MG1655	Batch	No	M9	37	7	glucose	NH4Cl(1)	O2								NovaSeq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf2/YTF_HRS_YNFL_R2_S59_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf2/YTF_HRS_YNFL_R2_S59_L002_R2_001.fastq.gz	Ye Gao	Ye Gao	TRUE	TRUE	TRUE	TRUE	ytf2:ynfL_glc	TRUE	TRUE	7/15/20	2	genetic_perturbation			
p1k_00809	ytf3__wt_glc2__1	yTF 3	ytf3	p1k_00809;p1k_00810	wt_glc2	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	7	glucose	NH4Cl(1)	O2	sauer trace element mixture							Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_048_S68_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_048_S68_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_glc2	TRUE	TRUE	5/21/20	2	WT			
p1k_00810	ytf3__wt_glc2__2	yTF 3	ytf3	p1k_00809;p1k_00810	wt_glc2	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	7	glucose	NH4Cl(1)	O2	sauer trace element mixture							Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_049_S69_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_049_S69_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_glc2	TRUE	TRUE	5/21/20	2	WT			
p1k_00811	ytf3__wt_pH7_lactate__1	yTF 3	ytf3	p1k_00809;p1k_00810	wt_pH7_lactate	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	7	glucose	NH4Cl(1)	O2	sauer trace element mixture	lactic acid(5)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_050_S70_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_050_S70_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_pH7_lactate	TRUE	TRUE	5/21/20	2	WT			
p1k_00812	ytf3__wt_pH7_lactate__2	yTF 3	ytf3	p1k_00809;p1k_00810	wt_pH7_lactate	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	7	glucose	NH4Cl(1)	O2	sauer trace element mixture	lactic acid(5)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_051_S71_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_051_S71_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_pH7_lactate	TRUE	TRUE	5/21/20	2	WT			
p1k_00813	ytf3__wt_pH55_lactate__1	yTF 3	ytf3	p1k_00809;p1k_00810	wt_pH55_lactate	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	5.5	glucose	NH4Cl(1)	O2	sauer trace element mixture	lactic acid(5)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_052_S72_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_052_S72_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_pH55_lactate	TRUE	TRUE	5/21/20	2	WT			
p1k_00814	ytf3__wt_pH55_lactate__2	yTF 3	ytf3	p1k_00809;p1k_00810	wt_pH55_lactate	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	5.5	glucose	NH4Cl(1)	O2	sauer trace element mixture	lactic acid(5)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_053_S73_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_053_S73_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_pH55_lactate	TRUE	TRUE	5/21/20	2	WT			
p1k_00815	ytf3__wt_pH55_HCl__1	yTF 3	ytf3	p1k_00809;p1k_00810	wt_pH55_HCl	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	5.5	glucose	NH4Cl(1)	O2	sauer trace element mixture	HCl(3)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_054_S74_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_054_S74_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_pH55_HCl	TRUE	TRUE	5/21/20	2	WT			
p1k_00816	ytf3__wt_pH55_HCl__2	yTF 3	ytf3	p1k_00809;p1k_00810	wt_pH55_HCl	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	5.5	glucose	NH4Cl(1)	O2	sauer trace element mixture	HCl(3)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_055_S75_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_055_S75_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:wt_pH55_HCl	TRUE	TRUE	5/21/20	2	WT			
p1k_00817	ytf3__dyieP_pH7__1	yTF 3	ytf3	p1k_00809;p1k_00810	dyieP_pH7	1	Escherichia coli K-12 MG1655 delyieP	MG1655	Batch	No	M9	37	7	glucose	NH4Cl(1)	O2	sauer trace element mixture							Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_056_S76_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_056_S76_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:dyieP_pH7	TRUE	TRUE	5/21/20	2	genetic_perturbation	yieP		
p1k_00818	ytf3__dyieP_pH7__2	yTF 3	ytf3	p1k_00809;p1k_00810	dyieP_pH7	2	Escherichia coli K-12 MG1655 delyieP	MG1655	Batch	No	M9	37	7	glucose	NH4Cl(1)	O2	sauer trace element mixture							Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_057_S77_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_057_S77_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:dyieP_pH7	TRUE	TRUE	5/21/20	2	genetic_perturbation	yieP		
p1k_00819	ytf3__dyieP_pH55__1	yTF 3	ytf3	p1k_00809;p1k_00810	dyieP_pH55	1	Escherichia coli K-12 MG1655 delyieP	MG1655	Batch	No	M9	37	5.5	glucose	NH4Cl(1)	O2	sauer trace element mixture	lactic acid(5)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_058_S78_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_058_S78_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:dyieP_pH55	TRUE	TRUE	5/21/20	2	genetic_perturbation	yieP		
p1k_00820	ytf3__dyieP_pH55__2	yTF 3	ytf3	p1k_00809;p1k_00810	dyieP_pH55	2	Escherichia coli K-12 MG1655 delyieP	MG1655	Batch	No	M9	37	5.5	glucose	NH4Cl(1)	O2	sauer trace element mixture	lactic acid(5)						Nova Seq	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_059_S79_L002_R1_001.fastq.gz	s3://precise-db/raw_data/ytf3/YTF_HRS_Ecoli_YieP_HGL_059_S79_L002_R2_001.fastq.gz	Hyungyu Lim	Hyungyu Lim	TRUE	TRUE	TRUE	TRUE	ytf3:dyieP_pH55	TRUE	TRUE	5/21/20	2	genetic_perturbation	yieP		
p1k_00882	eep__BOP27__1	EEP	eep	p1k_00882;p1k_00883	BOP27	1	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/eep/PAL029_S29_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L004_R1_001.fastq.gz	s3://precise-db/raw_data/eep/PAL029_S29_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL029_S29_L004_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27	TRUE	TRUE	9/1/20	2	WT			
p1k_00883	eep__BOP27__2	EEP	eep	p1k_00882;p1k_00883	BOP27	2	Escherichia coli K-12 MG1655	MG1655	Batch	No	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/eep/PAL030_S30_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L004_R1_001.fastq.gz	s3://precise-db/raw_data/eep/PAL030_S30_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL030_S30_L004_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27	TRUE	TRUE	9/1/20	2	WT			
p1k_00884	eep__BOP1000__1	EEP	eep	p1k_00882;p1k_00883	BOP1000	1	GMOS	GMOS	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/eep/PAL035_S35_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L004_R1_001.fastq.gz	s3://precise-db/raw_data/eep/PAL035_S35_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL035_S35_L004_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP1000	TRUE	TRUE	9/1/20	2	ALE			
p1k_00885	eep__BOP1000__2	EEP	eep	p1k_00882;p1k_00883	BOP1000	2	GMOS	GMOS	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2					s3://precise-db/raw_data/eep/PAL036_S36_L001_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L002_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L003_R1_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L004_R1_001.fastq.gz	s3://precise-db/raw_data/eep/PAL036_S36_L001_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L002_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L003_R2_001.fastq.gz;s3://precise-db/raw_data/eep/PAL036_S36_L004_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP1000	TRUE	TRUE	9/1/20	2	ALE			
p1k_00890	eep__BOP27_ndh-cydB-appC__1	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC	1	Escherichia coli K-12 MG1655 del_ndh del_cydB del_appC	MG1655	Batch	No	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137558	SRR19066587	s3://precise-db/raw_data/eep/EEP_HRS_DO-13A_ndh-cydB-appC_S37_L001_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-13A_ndh-cydB-appC_S37_L001_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC	TRUE	TRUE	9/1/20	2	genetic_perturbation	ndh_cydB_appC		
p1k_00891	eep__BOP27_ndh-cydB-appC__2	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC	2	Escherichia coli K-12 MG1655 del_ndh del_cydB del_appC	MG1655	Batch	No	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137559	SRR19066586	s3://precise-db/raw_data/eep/EEP_HRS_DO-13B_ndh-cydB-appC_S38_L001_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-13B_ndh-cydB-appC_S38_L001_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC	TRUE	TRUE	9/1/20	2	genetic_perturbation	ndh_cydB_appC		
p1k_00892	eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A9_F46_I1_R1	1	Escherichia coli EEP.9.46.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137560	SRR19066583	s3://precise-db/raw_data/eep/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-46A_BOP27_ndh-cydB-appC_A9F46I1R1_a_S92_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00893	eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A9_F46_I1_R1	2	Escherichia coli EEP.9.46.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137561	SRR19066582	s3://precise-db/raw_data/eep/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-46B_BOP27_ndh-cydB-appC_A9F46I1R1_b_S93_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00894	eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A10_F48_I1_R1	1	Escherichia coli EEP.10.48.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137562	SRR19066584	s3://precise-db/raw_data/eep/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-43A_BOP27_ndh-cydB-appC_A10F48I1R1_a_S76_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00895	eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A10_F48_I1_R1	2	Escherichia coli EEP.10.48.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137563	SRR19066581	s3://precise-db/raw_data/eep/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-43B_BOP27_ndh-cydB-appC_A10F48I1R1_b_S77_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00896	eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A11_F46_I1_R1	1	Escherichia coli EEP.11.46.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137564	SRR19066585	s3://precise-db/raw_data/eep/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-44A_BOP27_ndh-cydB-appC_A11F46I1R1_a_S78_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00897	eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A11_F46_I1_R1	2	Escherichia coli EEP.11.46.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137565	SRR19066580	s3://precise-db/raw_data/eep/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-44B_BOP27_ndh-cydB-appC_A11F46I1R1_b_S89_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00898	eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A12_F46_I1_R1	1	Escherichia coli EEP.12.46.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137566	SRR19066579	s3://precise-db/raw_data/eep/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-45A_BOP27_ndh-cydB-appC_A12F46I1R1_a_S90_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00899	eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2	EEP	eep	p1k_00882;p1k_00883	BOP27_ndh-cydB-appC_A12_F46_I1_R1	2	Escherichia coli EEP.12.46.1	MG1655	Batch	Endpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137567	SRR19066576	s3://precise-db/raw_data/eep/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-45B_BOP27_ndh-cydB-appC_A12F46I1R1_b_S91_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1	TRUE	TRUE	9/1/20	2	ALE	ndh_cydB_appC		
p1k_00900	eep__BOP27_nuoB-cydB-appC__1	EEP	eep	p1k_00882;p1k_00883	BOP27_nuoB-cydB-appC	1	Escherichia coli K-12 MG1655 del_nuoB del_cydB del_appC	MG1655	Batch	No	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137568	SRR19066575	s3://precise-db/raw_data/eep/EEP_HRS_DO-14A_nuoB-cydB-appC_S59_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-14A_nuoB-cydB-appC_S59_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_nuoB-cydB-appC	TRUE	TRUE	9/1/20	2	genetic_perturbation	nuoB_cydB_appC		
p1k_00901	eep__BOP27_nuoB-cydB-appC__2	EEP	eep	p1k_00882;p1k_00883	BOP27_nuoB-cydB-appC	2	Escherichia coli K-12 MG1655 del_nuoB del_cydB del_appC	MG1655	Batch	No	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137569	SRR19066577	s3://precise-db/raw_data/eep/EEP_HRS_DO-14B_nuoB-cydB-appC_S60_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-14B_nuoB-cydB-appC_S60_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_nuoB-cydB-appC	TRUE	TRUE	9/1/20	2	genetic_perturbation	nuoB_cydB_appC		
p1k_00902	eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1	EEP	eep	p1k_00882;p1k_00883	BOP27_nuoB_cydB-appC_A13_F59_I1_R1	1	Escherichia coli EEP.13.59.1	MG1655	Batch	Midpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137570	SRR19066574	s3://precise-db/raw_data/eep/EEP_HRS_DO-47A_BOP27_nuoB_cydB-appC_A13F59I1R1_a_S94_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-47A_BOP27_nuoB_cydB-appC_A13F59I1R1_a_S94_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1	TRUE	TRUE	9/1/20	2	ALE	nuoB_cydB_appC		
p1k_00903	eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2	EEP	eep	p1k_00882;p1k_00883	BOP27_nuoB_cydB-appC_A13_F59_I1_R1	2	Escherichia coli EEP.13.59.1	MG1655	Batch	Midpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137571	SRR19066578	s3://precise-db/raw_data/eep/EEP_HRS_DO-47B_BOP27_nuoB_cydB-appC_A13F59I1R1_b_S95_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-47B_BOP27_nuoB_cydB-appC_A13F59I1R1_b_S95_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1	TRUE	TRUE	9/1/20	2	ALE	nuoB_cydB_appC		
p1k_00904	eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1	EEP	eep	p1k_00882;p1k_00883	BOP27_nuoB_cydB-appC_A14_F58_I1_R1	1	Escherichia coli EEP.14.58.1	MG1655	Batch	Midpoint	M9	37	7	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture							HiSeq 4000	PAIRED	ILLUMINA	2		GSE202144	SRX15137572	SRR19066573	s3://precise-db/raw_data/eep/EEP_HRS_DO-48A_BOP27_nuoB_cydB-appC_A14F58I1R1_a_S96_L002_R1_001.fastq.gz	s3://precise-db/raw_data/eep/EEP_HRS_DO-48A_BOP27_nuoB_cydB-appC_A14F58I1R1_a_S96_L002_R2_001.fastq.gz	amiteshanand@eng.ucsd.edu	Amitesh Anand	TRUE	TRUE	TRUE	TRUE	eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1	TRUE	TRUE	9/1/20	2	ALE	nuoB_cydB_appC		
