	sample_id	study	project	reference_condition	condition	rep_id	Strain Description	Strain	Culture Type	Evolved Sample	Base Media	Temperature (C)	pH	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Antibiotic for selection	Growth_Phase	Growth Rate (1/hr)	Isolate Type	Additional Details	Sequencing Machine	LibraryLayout	Platform	Biological Replicates	doi	GEO	SRX	Run	R1	R2	contact	creator	passed_fastqc	passed_pct_reads_mapped	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_similar_replicates	passed_number_replicates	run_date	n_replicates	PxK_sample_type	deleted_genes	mutated_genes	overexpressed_genes	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57
antibiotICA_pilot_37	pilot_37	pilot	antibiotICA	amp_1_16_t0	cipro_vayr_t0	1	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 0 minutes before expression profile - different kit was used for sequencing	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-0_R1_S143_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-0_R1_S143_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_38	pilot_38	pilot	antibiotICA	amp_1_16_t0	cipro_vayr_t0	2	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 0 minutes before expression profile - different kit was used for sequencing	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-0_R2_S144_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-0_R2_S144_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_39	pilot_39	pilot	antibiotICA	amp_1_16_t0	cipro_vayr_t1_5	1	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 1.5 minutes before expression profile - different kit was used for sequencing	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-1_5_R1_S145_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-1_5_R1_S145_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_4	pilot_4	pilot	antibiotICA	amp_1_16_t0	amp_1_16_t1_5	2	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 1.5 minutes before expression profile	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-1_5_R2_S116_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-1_5_R2_S116_L002_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_40	pilot_40	pilot	antibiotICA	amp_1_16_t0	cipro_vayr_t1_5	2	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 1.5 minutes before expression profile - different kit was used for sequencing	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-1_5_R2_S146_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-1_5_R2_S146_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_41	pilot_41	pilot	antibiotICA	amp_1_16_t0	cipro_vayr_t3_5	1	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 3.5 minutes before expression profile - different kit was used for sequencing	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-3_5_R1_S147_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-3_5_R1_S147_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_42	pilot_42	pilot	antibiotICA	amp_1_16_t0	cipro_vayr_t3_5	2	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 3.5 minutes before expression profile - different kit was used for sequencing	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-3_5_R2_S148_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_VAYR_MG1655-Cirpo-3_5_R2_S148_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_5	pilot_5	pilot	antibiotICA	amp_1_16_t0	amp_1_16_t15	1	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 15 minutes before expression profile	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-15_R1_S123_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-15_R1_S123_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_6	pilot_6	pilot	antibiotICA	amp_1_16_t0	amp_1_16_t15	2	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 15 minutes before expression profile	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-15_R2_S124_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-15_R2_S124_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_7	pilot_7	pilot	antibiotICA	amp_1_16_t0	amp_1_16_t3_5	1	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 3.5 minutes before expression profile	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-3_5_R1_S117_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-3_5_R1_S117_L002_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_8	pilot_8	pilot	antibiotICA	amp_1_16_t0	amp_1_16_t3_5	2	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 3.5 minutes before expression profile	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-3_5_R2_S118_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-3_5_R2_S118_L002_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
antibiotICA_pilot_9	pilot_9	pilot	antibiotICA	amp_1_16_t0	amp_1_16_t30	1	WT	MG1655	Batch	No	CA-MHB	37.0	0.0	0	0	0	0	0	0	0	0.0	0	Exposed to abx for 30 minutes before expression profile	0	PAIRED	ILLUMINA	2.0	0	0	0	0	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-30_R1_S125_L001_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-05-15-IGM-NovaSeq/AntibiotICA_NEBR_MG1655-Amp-1_16X-30_R1_S125_L001_R2_001.fastq.gz	Yuan yuan	Yuan yuan	True	0	True	True	0	0	0	1/1/2024	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_BIKI_NEBR_1_BioDesignER_replicate_1_DMSO_S60_L002	BIKI_NEBR_1_BioDesignER_replicate_1_DMSO_S60_L002	electric_coli	electric_coli	biodesign_dmso	biodesign_dmso	1	WT	MG1655	Batch	No	M9P buffer	30.0	6.5	pyruvate(2mM)	None	DMSO	0	0	0	0	0.25	0	0	0	PAIRED	ILLUMINA	3.0	0	0	0	0	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_1_BioDesignER_replicate_1_DMSO_S60_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_1_BioDesignER_replicate_1_DMSO_S60_L002_R2_001.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:electric_bk_dmso	0	0	10/18/2023	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_BIKI_NEBR_2_BioDesignER_replicate_2_DMSO_S61_L002	BIKI_NEBR_2_BioDesignER_replicate_2_DMSO_S61_L002	electric_coli	electric_coli	biodesign_dmso	biodesign_dmso	2	WT	MG1655	Batch	No	M9P buffer	30.0	6.5	pyruvate(2mM)	None	DMSO	0	0	0	0	0.25	0	0	0	PAIRED	ILLUMINA	3.0	0	0	0	0	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_2_BioDesignER_replicate_2_DMSO_S61_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_2_BioDesignER_replicate_2_DMSO_S61_L002_R2_001.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:electric_bk_dmso	0	0	10/18/2023	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_BIKI_NEBR_3_BioDesignER_replicate_3_DMSO_S62_L002	BIKI_NEBR_3_BioDesignER_replicate_3_DMSO_S62_L002	electric_coli	electric_coli	biodesign_dmso	biodesign_dmso	3	WT	MG1655	Batch	No	M9P buffer	30.0	6.5	pyruvate(2mM)	None	DMSO	0	0	0	0	0.25	0	0	0	PAIRED	ILLUMINA	3.0	0	0	0	0	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_3_BioDesignER_replicate_3_DMSO_S62_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_3_BioDesignER_replicate_3_DMSO_S62_L002_R2_001.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:electric_bk_dmso	0	0	10/18/2023	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_BIKI_NEBR_4_BioDesignER_replicate_1_HNQ_S63_L002	BIKI_NEBR_4_BioDesignER_replicate_1_HNQ_S63_L002	electric_coli	electric_coli	biodesign_dmso	biodesign_hnq	1	WT	MG1655	Batch	No	M9P buffer	30.0	6.5	pyruvate(2mM)	None	HNQ	0	0	0	0	0.25	0	0	0	PAIRED	ILLUMINA	3.0	0	0	0	0	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_4_BioDesignER_replicate_1_HNQ_S63_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_4_BioDesignER_replicate_1_HNQ_S63_L002_R2_001.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:electric_bk_HNQ	0	0	10/18/2023	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_BIKI_NEBR_5_BioDesignER_replicate_2_HNQ_S64_L002	BIKI_NEBR_5_BioDesignER_replicate_2_HNQ_S64_L002	electric_coli	electric_coli	biodesign_dmso	biodesign_hnq	2	WT	MG1655	Batch	No	M9P buffer	30.0	6.5	pyruvate(2mM)	None	HNQ	0	0	0	0	0.25	0	0	0	PAIRED	ILLUMINA	3.0	0	0	0	0	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_5_BioDesignER_replicate_2_HNQ_S64_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_5_BioDesignER_replicate_2_HNQ_S64_L002_R2_001.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:electric_bk_HNQ	0	0	10/18/2023	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_BIKI_NEBR_6_BioDesignER_replicate_3_HNQ_S65	BIKI_NEBR_6_BioDesignER_replicate_3_HNQ_S65	electric_coli	electric_coli	biodesign_dmso	biodesign_hnq	3	WT	MG1655	Batch	No	M9P buffer	30.0	6.5	pyruvate(2mM)	None	HNQ	0	0	0	0	0.25	0	0	0	PAIRED	ILLUMINA	3.0	0	0	0	0	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_6_BioDesignER_replicate_3_HNQ_S65_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2023-06-29-IGM-NovaSeq/BIKI_NEBR_6_BioDesignER_replicate_3_HNQ_S65_L002_R2_001.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:electric_bk_HNQ	0	0	10/18/2023	3.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_DMSO_10_1	ELECOLI_HRS_BioD_DMSO_10_1	electric_coli	electric_coli	biodesign_dmso	ebk_dmso10_biod	1	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	2.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL010_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL010_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_dmso10_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_DMSO_10_2	ELECOLI_HRS_BioD_DMSO_10_2	electric_coli	electric_coli	biodesign_dmso	ebk_dmso10_biod	2	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	2.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL011_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL011_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_dmso10_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_HNQ_10_1	ELECOLI_HRS_BioD_HNQ_10_1	electric_coli	electric_coli	biodesign_dmso	ebk_hnq10_biod	1	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	3.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL013_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL013_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_hnq10_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_HNQ_10_2	ELECOLI_HRS_BioD_HNQ_10_2	electric_coli	electric_coli	biodesign_dmso	ebk_hnq10_biod	2	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	3.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL014_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL014_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_hnq10_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_HNQ_10_3	ELECOLI_HRS_BioD_HNQ_10_3	electric_coli	electric_coli	biodesign_dmso	ebk_hnq10_biod	3	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	3.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL015_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL015_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_hnq10_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_HNQ_2_1	ELECOLI_HRS_BioD_HNQ_2_1	electric_coli	electric_coli	biodesign_dmso	ebk_hnq2_biod	1	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	3.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL016_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL016_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_hnq2_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_HNQ_2_2	ELECOLI_HRS_BioD_HNQ_2_2	electric_coli	electric_coli	biodesign_dmso	ebk_hnq2_biod	2	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	3.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL017_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL017_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_hnq2_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric_coli_ELECOLI_HRS_BioD_HNQ_2_3	ELECOLI_HRS_BioD_HNQ_2_3	electric_coli	electric_coli	biodesign_dmso	ebk_hnq2_biod	3	WT	MG1655	0	No	0	0.0	0.0	glucose(2mM)	0	0	0	0	0	0	0.0	0	0	0	PAIRED	ELEMENT	3.0	0	0	0	0	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL018_R1.fastq.gz	s3://sbrg-sequencing-files/2024-04-04-SBP-AVITI/PAL018_R2.fastq.gz	Biki Kundu	Biki Kundu	True	0	True	True	electric_coli:ebk_hnq2_biod	0	0	10/18/2023	0.0	WT	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00550	ros_tale__1_2_750pq__1	ROS TALE	ros_tale	p1k_00001;p1k_00002	1_2_750pq	1	Escherichia coli ERS.13.87	GMOS	Batch	Endpoint	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (750uM)	0	0	0.0	Clonal	0	NextSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	GSE134256	0	0	s3://precise-db/raw_data/ros_tale/ers2__13_87_750pq__1__R1.fastq.gz	s3://precise-db/raw_data/ros_tale/ers2__13_87_750pq__1__R2.fastq.gz	Kevin Rychel	Justin Tan	True	True	True	True	ros_tale:1_2_750pq	True	True	1/21/20	2.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00551	ros_tale__1_2_750pq__2	ROS TALE	ros_tale	p1k_00001;p1k_00002	1_2_750pq	2	Escherichia coli ERS.13.87	GMOS	Batch	Endpoint	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (750uM)	0	0	0.0	Clonal	0	NextSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	GSE134256	0	0	s3://precise-db/raw_data/ros_tale/ers2__13_87_750pq__2__R1.fastq.gz	s3://precise-db/raw_data/ros_tale/ers2__13_87_750pq__2__R2.fastq.gz	Kevin Rychel	Justin Tan	True	True	True	True	ros_tale:1_2_750pq	True	True	1/21/20	2.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00552	ros_tale__3_0_0pq__1	ROS TALE	ros_tale	p1k_00001;p1k_00002	3_0_0pq	1	Escherichia coli ERS.14.27	GMOS	Batch	Endpoint	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	NextSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	GSE134256	0	0	s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__1__R1.fastq.gz	s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__1__R2.fastq.gz	Kevin Rychel	Justin Tan	True	True	True	True	ros_tale:3_0_0pq	True	True	8/26/19	2.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00553	ros_tale__3_0_0pq__2	ROS TALE	ros_tale	p1k_00001;p1k_00002	3_0_0pq	2	Escherichia coli ERS.14.27	GMOS	Batch	Endpoint	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	0	0	0	0.0	Clonal	0	NextSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	GSE134256	0	0	s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__2__R1.fastq.gz	s3://precise-db/raw_data/ros_tale/ers2__14_27_0pq__2__R2.fastq.gz	Kevin Rychel	Justin Tan	True	True	True	True	ros_tale:3_0_0pq	True	True	8/26/19	2.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00554	ros_tale__3_0_250pq__1	ROS TALE	ros_tale	p1k_00001;p1k_00002	3_0_250pq	1	Escherichia coli ERS.14.27	GMOS	Batch	Endpoint	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	NextSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	GSE134256	0	0	s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__1__R1.fastq.gz	s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__1__R2.fastq.gz	Kevin Rychel	Justin Tan	True	True	True	True	ros_tale:3_0_250pq	True	True	8/26/19	2.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00555	ros_tale__3_0_250pq__2	ROS TALE	ros_tale	p1k_00001;p1k_00002	3_0_250pq	2	Escherichia coli ERS.14.27	GMOS	Batch	Endpoint	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (250uM)	0	0	0.0	Clonal	0	NextSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	GSE134256	0	0	s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__2__R1.fastq.gz	s3://precise-db/raw_data/ros_tale/ers2__14_27_250pq__2__R2.fastq.gz	Kevin Rychel	Justin Tan	True	True	True	True	ros_tale:3_0_250pq	True	True	8/26/19	2.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p1k_00556	ros_tale__3_0_750pq__1	ROS TALE	ros_tale	p1k_00001;p1k_00002	3_0_750pq	1	Escherichia coli ERS.14.27	GMOS	Batch	Endpoint	M9	37.0	7.0	glucose(4)	NH4Cl(1)	O2	0	paraquat (750uM)	0	0	0.0	Clonal	0	NextSeq	PAIRED	ILLUMINA	2.0	doi.org/10.1101/749887	GSE134256	0	0	s3://precise-db/raw_data/ros_tale/ers2__14_27_750pq__1__R1.fastq.gz	s3://precise-db/raw_data/ros_tale/ers2__14_27_750pq__1__R2.fastq.gz	Kevin Rychel	Justin Tan	True	True	True	True	ros_tale:3_0_750pq	True	True	9/20/19	2.0	ALE	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
